order_id,order_date,country,device_type,traffic_source,payment_method,product_category,order_value_eur,shipping_distance_km,high_risk_ip,is_fraud,governance_action
ORD-2025-011541,01/08/2025,Turkey,Mobile,Paid Ads,Gift Card,Pet Supplies,52.02,832.0,0,0,PASS
ORD-2025-010751,09/06/2025,Belgium,Desktop,Organic Search,Debit Card,Beauty,22.63,431.2,0,0,PASS
ORD-2023-011284,01/09/2023,Netherlands,Desktop,Paid Ads,PayPal,Home & Kitchen,62.08,275.8,0,0,PASS
ORD-2025-007563,16/01/2025,Netherlands,Mobile,Organic Search,PayPal,Beauty,43.68,230.5,0,1,PASS
ORD-2025-005904,05/12/2025,Poland,Mobile,Organic Search,Debit Card,Garden,94.12,498.6,0,0,PASS
ORD-2025-002583,07/03/2025,Spain,Desktop,Marketplace,Klarna,Home & Kitchen,19.88,484.7,0,0,PASS
ORD-2025-003003,18/08/2025,Belgium,Desktop,Direct,Credit Card,Fashion,51.83,620.7,0,0,PASS
ORD-2024-010044,19/03/2024,Netherlands,Desktop,Direct,Credit Card,Electronics,125.0,594.5,0,0,PASS
ORD-2025-002088,10/04/2025,Spain,Desktop,Organic Search,Debit Card,Toys,10.2,247.0,0,0,PASS
ORD-2024-008929,30/10/2024,Italy,Desktop,Paid Ads,Debit Card,Beauty,11.96,307.5,0,0,PASS
ORD-2025-004149,14/04/2025,Germany,Desktop,Organic Search,PayPal,Pet Supplies,80.4,1433.2,0,0,PASS
ORD-2024-000136,10/12/2024,Germany,Mobile,Direct,Credit Card,Fashion,11.61,55.8,0,0,PASS
ORD-2024-009918,02/08/2024,Germany,Mobile,Organic Search,PayPal,Home & Kitchen,117.56,368.6,0,0,PASS
ORD-2025-001744,10/03/2025,Germany,Mobile,Organic Search,Debit Card,Garden,103.17,507.1,0,0,PASS
ORD-2025-007342,01/05/2025,Germany,Mobile,Organic Search,PayPal,Pet Supplies,92.44,217.3,0,0,PASS
ORD-2024-010875,23/09/2024,Poland,Mobile,Social Media,Credit Card,Toys,13.39,816.9,0,0,PASS
ORD-2025-003708,12/08/2025,Spain,Mobile,Organic Search,Debit Card,Garden,57.07,418.3,0,0,PASS
ORD-2024-005471,24/10/2024,Belgium,Desktop,Email,Debit Card,Beauty,22.8,370.4,0,0,PASS
ORD-2024-000701,04/09/2024,France,Mobile,Social Media,Gift Card,Electronics,67.27,928.2,0,0,PASS
ORD-2024-008558,31/07/2024,Germany,Mobile,Email,Credit Card,Pet Supplies,79.52,407.8,0,0,PASS
ORD-2025-011716,19/05/2025,Netherlands,Desktop,Paid Ads,Debit Card,Sports,92.78,156.5,0,0,PASS
ORD-2024-001609,15/12/2024,Netherlands,Mobile,Organic Search,Debit Card,Garden,78.97,409.7,0,0,PASS
ORD-2023-005864,13/08/2023,Belgium,Desktop,Social Media,PayPal,Garden,89.58,394.2,0,0,PASS
ORD-2025-000430,03/06/2025,Turkey,Desktop,Social Media,Debit Card,Electronics,97.5,933.5,0,0,PASS
ORD-2024-004024,17/12/2024,France,Mobile,Organic Search,Klarna,Electronics,41.7,273.6,0,0,PASS
ORD-2024-006689,05/11/2024,Netherlands,Mobile,Paid Ads,PayPal,Pet Supplies,59.61,814.7,0,0,PASS
ORD-2025-004101,10/03/2025,Netherlands,Desktop,Direct,Bank Transfer,Fashion,49.11,128.8,0,0,PASS
ORD-2025-008876,18/06/2025,Germany,Mobile,Marketplace,Gift Card,Garden,27.84,48.6,0,0,PASS
ORD-2023-008515,29/01/2023,Italy,Mobile,Marketplace,Credit Card,Pet Supplies,19.67,349.0,0,0,PASS
ORD-2025-009650,15/10/2025,Belgium,Mobile,Organic Search,Klarna,Home & Kitchen,118.69,474.5,0,0,PASS
ORD-2025-002271,16/09/2025,France,Mobile,Paid Ads,Klarna,Home & Kitchen,88.28,553.8,0,0,PASS
ORD-2023-007693,19/05/2023,Germany,Mobile,Paid Ads,Debit Card,Garden,35.53,297.6,0,0,PASS
ORD-2023-000071,07/07/2023,Netherlands,Mobile,Social Media,Bank Transfer,Garden,62.09,164.4,0,0,PASS
ORD-2024-005721,13/12/2024,Netherlands,Mobile,Organic Search,Debit Card,Home & Kitchen,31.09,215.8,0,0,PASS
ORD-2025-010748,29/07/2025,Turkey,Mobile,Paid Ads,Credit Card,Toys,71.78,353.1,0,0,PASS
ORD-2023-010153,31/10/2023,Netherlands,Mobile,Paid Ads,Debit Card,Toys,92.76,395.4,0,0,PASS
ORD-2025-011958,29/03/2025,Turkey,Desktop,Marketplace,Klarna,Electronics,110.78,333.0,0,0,PASS
ORD-2023-009138,16/09/2023,Poland,Mobile,Marketplace,Klarna,Pet Supplies,40.2,1290.2,0,0,PASS
ORD-2024-002020,17/04/2024,Italy,Mobile,Social Media,Credit Card,Home & Kitchen,13.94,1563.0,0,0,PASS
ORD-2024-009837,10/09/2024,Netherlands,Desktop,Organic Search,Bank Transfer,Sports,262.95,182.8,0,0,PASS
ORD-2023-011352,05/02/2023,Netherlands,Desktop,Direct,Credit Card,Sports,67.11,464.8,0,0,PASS
ORD-2025-006703,02/05/2025,Germany,Mobile,Organic Search,Klarna,Garden,168.49,89.0,0,0,PASS
ORD-2024-004030,01/04/2024,Turkey,Mobile,Paid Ads,PayPal,Home & Kitchen,82.65,238.8,0,0,PASS
ORD-2023-007760,19/05/2023,Poland,Mobile,Social Media,Klarna,Home & Kitchen,33.69,430.7,0,0,PASS
ORD-2025-011691,17/03/2025,Italy,Desktop,Email,Bank Transfer,Home & Kitchen,41.06,1545.3,0,0,PASS
ORD-2025-008484,04/05/2025,Netherlands,Mobile,Social Media,Credit Card,Sports,200.11,334.3,0,0,PASS
ORD-2023-003859,05/06/2023,Netherlands,Mobile,Paid Ads,Credit Card,Pet Supplies,36.85,1131.4,0,0,PASS
ORD-2024-000745,15/10/2024,Turkey,Mobile,Direct,Credit Card,Garden,35.88,122.3,0,0,PASS
ORD-2024-001384,06/07/2024,France,Desktop,Organic Search,Bank Transfer,Sports,34.72,995.1,0,0,PASS
ORD-2023-005644,25/08/2023,France,Desktop,Direct,Debit Card,Toys,51.7,293.2,0,0,PASS
ORD-2024-008686,12/06/2024,France,Mobile,Organic Search,Debit Card,Sports,64.87,672.4,0,0,PASS
ORD-2023-010614,14/12/2023,France,Mobile,Marketplace,Credit Card,Toys,66.39,1146.9,0,0,PASS
ORD-2024-000150,20/01/2024,Netherlands,Desktop,Email,Credit Card,Home & Kitchen,38.83,156.1,0,0,PASS
ORD-2023-011880,25/06/2023,Netherlands,Desktop,Organic Search,Klarna,Electronics,148.76,267.9,0,0,PASS
ORD-2024-000812,20/08/2024,Netherlands,Tablet,Marketplace,Gift Card,Home & Kitchen,166.52,142.6,0,1,PASS
ORD-2025-005901,19/09/2025,Netherlands,Desktop,Marketplace,Bank Transfer,Pet Supplies,9.15,297.7,0,0,PASS
ORD-2025-004329,30/05/2025,Netherlands,Desktop,Organic Search,Klarna,Garden,33.64,168.0,0,0,PASS
ORD-2025-006374,06/01/2025,Germany,Mobile,Direct,Gift Card,Home & Kitchen,26.16,1243.1,0,0,PASS
ORD-2024-003996,15/04/2024,France,Tablet,Social Media,Credit Card,Home & Kitchen,41.37,974.5,0,0,PASS
ORD-2023-004383,28/05/2023,Netherlands,Desktop,Paid Ads,Debit Card,Sports,21.78,611.3,0,0,PASS
ORD-2025-001731,06/09/2025,Spain,Mobile,Paid Ads,Credit Card,Pet Supplies,46.91,634.5,0,0,PASS
ORD-2025-004360,11/07/2025,Germany,Desktop,Paid Ads,PayPal,Home & Kitchen,59.66,470.1,1,0,MFA_CHALLENGE
ORD-2024-005028,15/06/2024,Poland,Mobile,Marketplace,Debit Card,Fashion,28.74,370.0,0,0,PASS
ORD-2024-001794,27/04/2024,France,Mobile,Social Media,Gift Card,Home & Kitchen,44.12,210.3,1,0,PASS
ORD-2024-009080,02/02/2024,Netherlands,Mobile,Paid Ads,Credit Card,Beauty,56.14,715.9,0,0,PASS
ORD-2023-005467,25/08/2023,Netherlands,Mobile,Marketplace,Debit Card,Fashion,48.49,1302.6,0,0,PASS
ORD-2024-011128,25/04/2024,Poland,Mobile,Social Media,Credit Card,Home & Kitchen,90.17,791.3,0,0,PASS
ORD-2024-008487,26/10/2024,Spain,Mobile,Direct,Gift Card,Toys,46.54,354.9,0,0,PASS
ORD-2025-001122,24/03/2025,Italy,Desktop,Email,Debit Card,Pet Supplies,7.7,323.4,0,0,PASS
ORD-2023-004619,29/01/2023,Belgium,Mobile,Organic Search,Bank Transfer,Garden,50.01,266.9,0,0,PASS
ORD-2025-005938,27/08/2025,France,Tablet,Email,Credit Card,Garden,51.16,366.2,0,0,PASS
ORD-2024-009528,20/08/2024,France,Mobile,Organic Search,Credit Card,Electronics,129.59,342.5,1,1,IMMEDIATE_BLOCK
ORD-2024-002035,19/07/2024,Netherlands,Desktop,Organic Search,Credit Card,Fashion,22.82,447.3,0,0,PASS
ORD-2025-003127,20/08/2025,France,Mobile,Social Media,PayPal,Home & Kitchen,42.65,191.7,0,0,PASS
ORD-2025-011065,16/06/2025,Netherlands,Mobile,Marketplace,PayPal,Toys,80.66,198.0,0,0,PASS
ORD-2023-011823,27/03/2023,Belgium,Desktop,Paid Ads,PayPal,Sports,35.42,811.0,0,0,PASS
ORD-2023-003828,13/03/2023,Belgium,Mobile,Social Media,Credit Card,Home & Kitchen,31.56,348.1,1,0,PASS
ORD-2025-004368,05/07/2025,France,Mobile,Marketplace,Credit Card,Pet Supplies,21.1,260.0,0,0,PASS
ORD-2024-005298,16/04/2024,Netherlands,Desktop,Marketplace,Credit Card,Home & Kitchen,88.59,104.3,0,0,PASS
ORD-2023-003211,22/01/2023,France,Desktop,Organic Search,Gift Card,Home & Kitchen,160.26,1194.9,0,0,PASS
ORD-2024-009929,22/06/2024,Germany,Mobile,Paid Ads,PayPal,Pet Supplies,52.75,471.4,0,0,PASS
ORD-2023-002699,13/07/2023,Germany,Mobile,Email,Credit Card,Pet Supplies,34.0,1184.4,0,0,PASS
ORD-2023-008046,09/01/2023,Netherlands,Desktop,Direct,PayPal,Pet Supplies,80.71,1464.6,0,0,PASS
ORD-2025-004280,29/10/2025,Germany,Mobile,Marketplace,Debit Card,Toys,43.91,482.9,0,0,PASS
ORD-2024-000374,20/11/2024,Turkey,Mobile,Social Media,Debit Card,Fashion,35.29,927.4,0,0,PASS
ORD-2023-000625,08/10/2023,Netherlands,Mobile,Email,Credit Card,Electronics,33.9,365.0,0,0,PASS
ORD-2023-011618,26/11/2023,Poland,Mobile,Organic Search,Credit Card,Sports,46.08,376.3,0,0,PASS
ORD-2025-006097,04/08/2025,Netherlands,Mobile,Organic Search,Debit Card,Home & Kitchen,24.42,439.1,0,0,PASS
ORD-2023-004984,05/05/2023,Germany,Desktop,Marketplace,Bank Transfer,Sports,152.27,696.2,0,0,PASS
ORD-2023-003489,26/04/2023,Turkey,Mobile,Social Media,Credit Card,Electronics,61.11,71.8,0,0,PASS
ORD-2025-011980,16/06/2025,Germany,Mobile,Paid Ads,PayPal,Home & Kitchen,85.99,157.0,0,1,PASS
ORD-2023-002037,28/07/2023,Belgium,Mobile,Organic Search,Credit Card,Beauty,20.92,439.5,0,0,PASS
ORD-2023-008389,01/01/2023,Turkey,Desktop,Marketplace,Credit Card,Toys,19.53,969.4,0,0,PASS
ORD-2025-000748,24/04/2025,Netherlands,Desktop,Organic Search,Debit Card,Fashion,39.21,386.4,0,0,PASS
ORD-2023-009038,03/11/2023,Italy,Mobile,Paid Ads,Klarna,Electronics,68.45,402.6,0,0,PASS
ORD-2024-009146,22/01/2024,Italy,Mobile,Organic Search,Gift Card,Home & Kitchen,37.28,695.9,0,1,PASS
ORD-2023-004448,07/07/2023,Spain,Mobile,Marketplace,PayPal,Electronics,39.51,508.0,0,0,PASS
ORD-2024-011020,09/06/2024,Spain,Mobile,Social Media,Credit Card,Electronics,87.65,491.6,0,0,PASS
ORD-2024-006744,01/10/2024,Spain,Mobile,Organic Search,Credit Card,Beauty,65.0,116.7,0,0,PASS
ORD-2024-007503,19/12/2024,Netherlands,Mobile,Social Media,Debit Card,Garden,41.48,516.3,0,0,PASS
ORD-2025-003101,05/07/2025,Netherlands,Mobile,Organic Search,Credit Card,Home & Kitchen,127.47,398.5,0,0,PASS
ORD-2025-003300,12/04/2025,Belgium,Mobile,Social Media,Debit Card,Fashion,24.52,493.8,0,0,PASS
ORD-2025-006246,17/07/2025,Poland,Mobile,Social Media,Credit Card,Sports,51.46,302.4,0,0,PASS
ORD-2024-008293,19/07/2024,Belgium,Mobile,Social Media,Credit Card,Sports,37.9,431.6,0,0,PASS
ORD-2024-007567,28/11/2024,Poland,Desktop,Direct,Gift Card,Home & Kitchen,42.03,749.2,0,0,PASS
ORD-2023-003432,21/05/2023,Italy,Mobile,Paid Ads,PayPal,Toys,18.7,1115.2,0,0,PASS
ORD-2023-007119,06/12/2023,Poland,Desktop,Marketplace,Debit Card,Electronics,231.83,585.7,0,0,PASS
ORD-2025-006806,01/07/2025,Italy,Tablet,Email,Credit Card,Garden,35.23,136.5,0,0,PASS
ORD-2025-001262,06/11/2025,France,Tablet,Social Media,Klarna,Beauty,10.76,1131.0,0,0,PASS
ORD-2025-000648,15/12/2025,Belgium,Desktop,Social Media,Credit Card,Sports,34.9,190.1,0,0,PASS
ORD-2025-000020,06/05/2025,Germany,Desktop,Organic Search,Credit Card,Home & Kitchen,20.59,200.0,0,0,PASS
ORD-2024-005609,29/01/2024,Germany,Desktop,Organic Search,Debit Card,Garden,128.99,180.2,0,0,PASS
ORD-2025-002146,20/04/2025,Germany,Mobile,Direct,Gift Card,Pet Supplies,28.52,540.8,0,0,PASS
ORD-2024-006921,10/06/2024,Spain,Mobile,Organic Search,Debit Card,Home & Kitchen,95.05,458.0,0,0,PASS
ORD-2025-005923,27/08/2025,Germany,Desktop,Social Media,Debit Card,Garden,122.52,298.6,1,0,PASS
ORD-2024-009412,22/04/2024,Germany,Mobile,Organic Search,Debit Card,Electronics,27.06,589.5,0,0,PASS
ORD-2024-002792,16/06/2024,Netherlands,Tablet,Social Media,Klarna,Fashion,46.92,895.1,1,1,IMMEDIATE_BLOCK
ORD-2024-004955,16/09/2024,France,Mobile,Organic Search,Bank Transfer,Home & Kitchen,18.99,285.1,0,0,PASS
ORD-2023-006728,25/02/2023,Netherlands,Mobile,Paid Ads,Bank Transfer,Electronics,50.11,213.6,0,0,PASS
ORD-2025-001906,13/08/2025,France,Mobile,Paid Ads,Klarna,Pet Supplies,22.79,376.6,0,0,PASS
ORD-2023-002022,29/10/2023,Belgium,Desktop,Direct,Credit Card,Pet Supplies,25.96,279.1,0,0,PASS
ORD-2024-005358,09/07/2024,Spain,Mobile,Organic Search,PayPal,Home & Kitchen,154.66,984.1,0,0,PASS
ORD-2023-003502,03/01/2023,Germany,Desktop,Organic Search,PayPal,Fashion,46.51,232.7,0,0,PASS
ORD-2023-001370,13/07/2023,Netherlands,Desktop,Social Media,Credit Card,Pet Supplies,42.18,861.5,0,0,PASS
ORD-2024-004768,22/05/2024,Germany,Desktop,Organic Search,Klarna,Beauty,24.73,837.1,0,0,PASS
ORD-2025-001369,06/07/2025,Spain,Tablet,Paid Ads,PayPal,Toys,28.67,327.6,0,0,PASS
ORD-2024-009374,23/12/2024,Belgium,Desktop,Marketplace,Credit Card,Toys,35.07,814.4,0,0,PASS
ORD-2023-009785,14/05/2023,Spain,Desktop,Email,Debit Card,Home & Kitchen,145.74,434.2,0,0,PASS
ORD-2025-001942,03/08/2025,Netherlands,Mobile,Organic Search,Klarna,Electronics,72.93,151.2,0,0,PASS
ORD-2024-007589,17/01/2024,France,Desktop,Organic Search,Klarna,Home & Kitchen,111.95,908.3,0,0,PASS
ORD-2025-001979,31/07/2025,Netherlands,Mobile,Social Media,Credit Card,Fashion,21.0,227.6,0,0,PASS
ORD-2024-008727,20/06/2024,Italy,Desktop,Paid Ads,PayPal,Electronics,64.67,357.1,0,0,PASS
ORD-2023-005365,11/03/2023,France,Mobile,Organic Search,Klarna,Toys,37.13,421.4,0,0,PASS
ORD-2025-003367,27/04/2025,Belgium,Mobile,Paid Ads,Credit Card,Garden,16.59,324.8,0,0,PASS
ORD-2025-006619,14/04/2025,Spain,Mobile,Organic Search,Credit Card,Toys,71.75,225.4,0,0,PASS
ORD-2023-007114,04/11/2023,Italy,Mobile,Paid Ads,Klarna,Beauty,66.61,1512.8,0,0,PASS
ORD-2023-005047,02/05/2023,Belgium,Mobile,Organic Search,Credit Card,Pet Supplies,36.0,360.7,0,0,PASS
ORD-2025-003890,31/08/2025,Italy,Mobile,Organic Search,PayPal,Sports,65.45,268.9,0,0,PASS
ORD-2025-003373,07/10/2025,Netherlands,Mobile,Direct,Debit Card,Fashion,19.9,373.3,0,0,PASS
ORD-2024-004554,25/02/2024,France,Tablet,Social Media,Credit Card,Fashion,65.8,375.4,0,0,PASS
ORD-2023-011193,10/11/2023,Netherlands,Mobile,Paid Ads,Klarna,Electronics,129.57,1073.4,0,0,PASS
ORD-2023-003046,08/07/2023,Turkey,Mobile,Social Media,Credit Card,Home & Kitchen,19.51,458.4,0,0,PASS
ORD-2025-004811,26/07/2025,France,Tablet,Organic Search,Debit Card,Pet Supplies,8.02,652.1,0,0,PASS
ORD-2024-002334,01/10/2024,Belgium,Mobile,Organic Search,Debit Card,Beauty,44.4,590.1,0,0,PASS
ORD-2023-000840,06/08/2023,France,Mobile,Organic Search,Debit Card,Home & Kitchen,49.68,597.9,0,0,PASS
ORD-2025-005263,17/06/2025,Italy,Mobile,Paid Ads,Credit Card,Pet Supplies,22.71,1260.6,0,0,PASS
ORD-2023-008517,11/06/2023,Germany,Tablet,Paid Ads,Debit Card,Home & Kitchen,34.36,185.5,0,0,PASS
ORD-2023-010905,15/04/2023,Germany,Desktop,Paid Ads,Klarna,Fashion,25.75,83.9,0,0,PASS
ORD-2025-001435,13/08/2025,Belgium,Mobile,Direct,Credit Card,Fashion,52.95,99.3,0,0,PASS
ORD-2025-003858,19/02/2025,Germany,Mobile,Direct,PayPal,Home & Kitchen,154.71,267.4,0,0,PASS
ORD-2023-004602,12/08/2023,Turkey,Desktop,Paid Ads,PayPal,Electronics,118.05,483.1,0,0,PASS
ORD-2024-002674,13/11/2024,Belgium,Mobile,Marketplace,Klarna,Beauty,104.25,37.8,0,0,PASS
ORD-2023-005181,01/06/2023,Germany,Mobile,Paid Ads,Credit Card,Home & Kitchen,58.46,581.9,0,0,PASS
ORD-2023-000488,22/06/2023,Belgium,Mobile,Social Media,PayPal,Fashion,21.53,328.3,0,0,PASS
ORD-2025-005518,27/04/2025,Netherlands,Mobile,Email,Bank Transfer,Toys,47.91,265.7,1,1,IMMEDIATE_BLOCK
ORD-2024-000534,09/01/2024,Netherlands,Mobile,Email,Klarna,Fashion,24.77,603.7,0,0,PASS
ORD-2025-007603,10/12/2025,Netherlands,Mobile,Social Media,Bank Transfer,Pet Supplies,110.14,371.4,0,0,PASS
ORD-2024-007607,21/06/2024,Germany,Mobile,Paid Ads,Debit Card,Electronics,91.11,449.2,0,0,PASS
ORD-2023-006082,08/02/2023,Netherlands,Mobile,Marketplace,Credit Card,Fashion,6.58,487.2,0,0,PASS
ORD-2024-002961,22/04/2024,Germany,Desktop,Paid Ads,Credit Card,Sports,47.5,390.3,0,0,PASS
ORD-2024-002184,27/02/2024,Belgium,Desktop,Paid Ads,PayPal,Electronics,29.07,312.7,0,1,PASS
ORD-2024-010965,22/04/2024,Belgium,Tablet,Paid Ads,Credit Card,Garden,12.88,606.3,0,0,PASS
ORD-2025-004169,20/04/2025,France,Mobile,Marketplace,PayPal,Toys,19.66,89.2,0,0,PASS
ORD-2024-005720,28/01/2024,Spain,Mobile,Paid Ads,Bank Transfer,Toys,17.35,301.1,0,0,PASS
ORD-2025-011204,30/07/2025,Germany,Desktop,Direct,Bank Transfer,Pet Supplies,25.15,1120.2,0,0,PASS
ORD-2024-011556,11/09/2024,Turkey,Mobile,Organic Search,Credit Card,Fashion,32.96,252.5,0,0,PASS
ORD-2024-007092,09/08/2024,Netherlands,Mobile,Organic Search,Debit Card,Garden,44.77,286.5,0,0,PASS
ORD-2023-009327,10/08/2023,Italy,Tablet,Paid Ads,Debit Card,Electronics,49.41,419.9,0,0,PASS
ORD-2025-006715,01/11/2025,Netherlands,Desktop,Paid Ads,Debit Card,Fashion,40.66,827.5,0,0,PASS
ORD-2024-000201,19/09/2024,Belgium,Desktop,Paid Ads,Debit Card,Home & Kitchen,60.69,653.6,0,0,PASS
ORD-2023-011773,21/01/2023,Germany,Desktop,Marketplace,Gift Card,Electronics,55.01,279.8,0,0,PASS
ORD-2025-002211,27/12/2025,Poland,Desktop,Organic Search,Credit Card,Electronics,66.18,243.9,0,0,PASS
ORD-2024-008252,31/07/2024,Netherlands,Desktop,Organic Search,Credit Card,Home & Kitchen,52.37,1026.0,0,0,PASS
